1,6,10
1,7,11
1,8,11
1,9,11
1,10,13
1,11,13
1,12,13
1,13,14
1,14,12
1,1,
1,2,
1,3,
1,4,
1,5,
2,6,24
2,7,25
2,8,25
2,9,25
2,10,27
2,11,27
2,12,27
2,13,28
2,14,26
2,1,
2,2,
2,3,
2,4,
2,5,
3,6,38
3,7,39
3,8,39
3,9,39
3,10,41
3,11,41
3,12,41
3,13,42
3,14,40
3,1,
3,2,
3,3,
3,4,
3,5,
