1,1,
1,2,
1,3,
1,4,
1,5,
1,6,1
1,7,2
1,8,2
1,9,2
1,10,3
1,11,4
1,12,4
1,13,4
1,14,5
2,1,
2,2,
2,3,
2,4,
2,5,
2,6,15
2,7,16
2,8,16
2,9,16
2,10,17
2,11,18
2,12,18
2,13,18
2,14,19
